"id","condition_uuid","condition","created_at","updated_at","deleted_at"
"269","18ee6d7844","Chagas Disease (South American Trypanosomiasis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"270","c818b956c7","Charcot-Marie-Tooth Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"271","cc3fedd128","Chest Pain","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"272","8c10db17ff","Chewing Tobacco","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"273","b9783051ee","Chiari Malformation","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"274","64f51d805f","Chickenpox","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"275","ee7ac33c3b","Chickenpox (Varicella-Zoster Virus)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"276","7cff6ddf77","Chikungunya","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"277","1af6682cc7","Child and Teen Mental Health","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"278","c497d1d6cd","Childbirth","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"279","53b841e5f3","Childbirth Problems","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"280","35efb11c9a","Chlamydia Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"281","9f2b591fb9","Cholera","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"282","9293787a27","Chorea Movement Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"283","6379061798","Chronic Bronchitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"284","dd6674771a","Chronic Fatigue Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"285","0480d0a161","Chronic Granulocytic Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"286","4d16f61a53","Chronic Granulomatous Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"287","08d3574a0e","Chronic Kidney Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"288","3e76ef542a","Chronic Lymphocytic Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"289","7f7bc34828","Chronic Myeloid Leukemia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"290","4f8867af79","Chronic Obstructive Pulmonary Disease (COPD)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"291","86f8bbf21c","Chronic Pain","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"292","6114fc50f3","Chronic Pancreatitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"293","ae540d2d40","Churg-Strauss Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"294","cef7334d81","Circumcision","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"295","6a83827a90","Cirrhosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"296","6e2c2772f5","Claudication","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"297","3667c3c55e","Clavicle Injury","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"298","b070059280","Cleft Lip","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"299","41d56d8266","Cleft Palate","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"300","826cc554b4","Clostridium Difficile Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"301","a933e685f4","Cluster Headache","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"302","f9690de7ac","Coccidioidomycosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"303","630f8b8db1","Coccyx (Tailbone) Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"304","2d3a377cc4","Cochlear Implants","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"305","4f569853cb","Cold Sore (Oral Herpes)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"306","37a445a62f","Cold Sores","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"307","b1517fbbe5","Colic","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"308","516a25829c","Collapsed Lung (Atelectasis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"309","82afcf2f5c","Colon Cancer (Colorectal Cancer)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"310","afa0d84229","Colonic Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"311","95e734d293","Colonic Polyps","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"312","defc325855","Colorado Tick Fever","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"313","1f8a79163a","Colorectal Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"314","b12d4e3dbe","Colostomy (Ostomy)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"315","608657669e","Common Cold","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"316","0c95f8c07f","Complex Regional Pain Syndrome (Causalgia)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"317","010bf591c7","Complicated Grief","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"318","d1c721e6de","Compression Fracture (Spine Injury) Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"319","f37baa0c1b","Compulsive Gambling disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"320","9e42c85ffa","Conduct Disorder (Child Behavior Disorders)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"321","ad2bc27bff","Congenital Adrenal Hyperplasia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"322","94db29d7fa","Congenital Diaphragmatic Hernia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"323","e32a4f38a7","Congenital Heart Defect","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"324","748d144eff","Congestive Heart Failure","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"325","3e98e2fe19","Connective Tissue Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"326","564d7e7ef7","Constipation","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"327","4474577dad","Constipation (Intestinal Obstruction)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"328","7db5341b30","Contact Dermatitis (Rashes)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"329","6222755649","Contusions/Bruises","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"330","1b38c7f62e","COPD","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"331","b11433c89a","Coronary Artery Bypass Graft (CABG)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"332","10cbf3f223","Coronary Artery Bypass Surgery","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"333","191e829de3","Coronary Artery Disease (CAD)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"334","06b37730e1","Coronavirus Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"335","a9818c0bd6","Coxsackievirus Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"336","1fdccdfdc8","Crabs/Lice (Sexually Transmitted Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"337","7c48d68f9a","Craniofacial Abnormalities","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"338","ef8a2aa010","Creutzfeldt-Jakob Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"339","eb9555d4c1","Crohn's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"340","d74da1b390","Crossed Eyes syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"341","d3425418c8","Cryptosporidiosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"342","966059dd5c","Cushing's Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"343","61a9ce27a2","Cyclothymic mood Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"344","8046c899b8","Cystic Fibrosis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"345","b419f911e5","Cystic Kidney Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"346","679bc26ca2","Cytomegalovirus Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"347","41c26abbed","Dandy-Walker Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"348","9ce189fd28","Deafness/Hearing Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"349","f1f8a51781","Deep Vein Thrombosis (DVT)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"350","51b4b19fae","Degenerative Joint Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"351","187400f430","Degenerative Nerve Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"352","e3e842b7f6","Delayed emptying of Stomach","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"353","1de80ff6fb","Delirium","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"354","044813d666","Dementia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"355","41c188af5a","Dementia with Lewy Bodies (Lewy Body Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"356","85fdb5656e","Dengue (Break-bone Fever)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"357","05b2da2b0f","Dental Caries (Cavities)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"358","8f2a5df61f","Dental Implants","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"359","f0c3987fef","Dentures","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"360","1363ab5be1","Dermatomyositis (Myositis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"361","1fc9b06472","Developmental Disability Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"362","75982a3363","Diabetes","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"363","201acfc1f6","Diabetes Complications","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"364","a0e2031b36","Diabetes in Children and Teens","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"365","7145627eaa","Diabetes Insipidus","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"366","d319da3610","Diabetes Type 2","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"367","3bfbca4734","Diabetic Eye Problems","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"368","a8bc21e676","Diabetic Foot","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"369","49a52a613f","Diabetic Heart Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"370","a45ffc5127","Diabetic Nephropathy (Diabetic Kidney condition)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"371","c7f1cf1a02","Diabetic Nerve Problems","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"372","dc8020a5da","Diabetic Retinopathy (Diabetic Eye condition)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"373","441676b976","Diaphragmatic Hernia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"374","2649e2bf1d","Diarrhea","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"375","f701962d67","Digestive condition","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"376","396c5225a7","Diphtheriainfection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"377","c2e93ca349","Dislocations","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"378","445c90ad10","Diverticulosis and Diverticulitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"379","7b5333e0ca","Dizziness (Vertigo)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"380","7a2abf2249","Down Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"381","750ab7b7c2","Drug Abuse Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"382","3fad79be2c","Dry Mouth","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"383","a82ad83d57","Dwarfism","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"384","07d3f4bb0e","Dysentery","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"385","f9d2f9445b","Dyskinesia (abnormal Movement) Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"386","75debf2d3c","Dyslexia Learning Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"387","f7124d12d2","Dysmenorrhea","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"388","13795b4a91","Dyspareunia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"389","b82824a053","Dyspepsia/acid stomach disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"390","7379afb08a","Dysphagia/Swallowing Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"391","0cedfd073f","Dyspnea see Breathing Problems","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"392","3739cdf5db","Dystonia /muscle disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"393","fbc2126efe","Dysuria/Urination disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"394","35c0dc8e44","E. Coli Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"395","6fecf2dd73","Ear Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"396","c957840280","Ear Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"397","77f64aa1e4","Eating Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"398","2adb5f07c5","Ebola","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"399","960d218413","EBV Infection (Infectious Mononucleosis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"400","d89d279ba7","Ectopic Pregnancy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"401","83f0f3b65d","Eczema","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"402","b9a76c08f2","Eczema (Atopic Dermatitis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"403","2c9edd7532","Edema","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"404","e545426526","Ehlers-Danlos Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"405","1c63e726ce","Elbow Injury","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"406","06ca3725e7","Elevated A1C","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"407","3997768042","Emotional Health","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"408","93a00120c0","Emphysema/Lung disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"409","bb80d32860","Encephalitis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"410","22899cd1fe","Encopresis (Bowel Incontinence) condition","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"411","3d2e716c1d","End Stage Renal Disease (ESRD)/Kidney Failure","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"412","a34078a3f1","End-Stage Renal Disease (Kidney Failure)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"413","9f0ac23163","Endocarditis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"414","6ef77e7621","Endocrine Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"415","5e8a679386","Endometrial Cancer/Uterine Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"416","3b9e8cc722","Endometriosis (Adenomyosis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"417","c7e1e5b07d","Enlarged Prostate (BPH)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"418","6353860ea6","Enlarged Thyroid (Goiter)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"419","62a1bff88b","Enlarged Tonsils/Adenoids","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"420","e4029991a3","Enterovirus (Viral Infection)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"421","00d01a0a10","Enuresis/Bedwetting","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"422","8e0b5c705b","Environmental Health","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"423","37dc538a38","Eosinophilic Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"424","c399609d7d","Epilepsy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"425","9be1cb9852","Epstein-Barr Virus Infection (Infectious Mononucleosis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"426","222ad372f1","Erectile Dysfunction","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"427","7633ada82a","Erythema Infectiosum (Fifth Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"428","8e6b56f407","Esophageal Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"429","59087cddef","Esophagus Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"430","696d6df4a9","Essential Tremor","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"431","a8a6fb97f8","Excessive Sweating","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"432","e92311d081","Eye Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"433","f3ea41ba20","Eye Diseases","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"434","72beab3f9c","Eye Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"435","aa2e450b6a","Eye Injuries","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"436","e0d9e695ac","Eye Movement Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"437","fa1e11f66e","Eyelid Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"438","83acfcbe66","Facial Injuries and Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"439","d79f04822c","Failure to Thrive (Growth) Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"440","a35892fa25","Fainting","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"441","635422a040","Falls","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"442","85ff63f8df","False Teeth/Dentures","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"443","2dc4e67b1e","Farsightedness","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"444","3518e3b44c","Fatigue","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"445","2cd12cccfd","Fatty Liver Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"446","128a7ab2e4","Female Infertility","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"447","90f1de84ae","Female Reproductive System","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"448","2372aa3c95","Fertility Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"449","b2ef9d9fc8","Fetal Alcohol Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"450","26797d07e6","Fetal Rh Incompatibility","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"451","9a4e6e70a2","Fibrocystic Breast Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"452","6a7e208c72","Fibromyalgia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"453","f857a34362","Fifth Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"454","ebde7781d1","Finger Injury/contracture Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"455","49bcc8917a","Fingernail Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"456","d796d32c40","Flatulence (Gas)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"457","2bc9f659a3","Food Allergy","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"458","3b72c8c6ab","Foodborne Illness (eg Yersinia Enterocolitica)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"459","0baaf29ee5","Foot Injury/ Disorder","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"460","4be7ee6fe4","Fragile X Syndrome(FRAXA)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"461","f3b7186f68","Friedreich's Ataxia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"462","fadc777ba3","Frostbite","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"463","8bab435e96","Frozen Shoulder (see Shoulder Injury and Disorder)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"464","ac2be0c40c","Fungal Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"465","3c886d3e46","Fungal Infections(Cryptococcosis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"466","b9a5260461","G6PD Deficiency","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"467","add59f6390","Gait/Balance disorder (Friedreich's Ataxia)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"468","2c5e72f9dd","Gallbladder Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"469","079c4cd512","Gallbladder Disease (Cholecystectomy)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"470","f03c22d145","Gallstones (Choledocholithiasis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"471","b1cfc52e60","Gambling Problem","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"472","a2c7783115","Ganglion Cyst","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"473","78012416b2","Gangrene condition","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"474","65ba3e7fe2","Gastritis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"475","15c0b642cd","Gastroenteritis","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"476","d6dab0c905","Gastroesophageal Reflux Disorder (GERD)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"477","40f02ff99e","Gastrointestinal Bleeding","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"478","2ed00a87d7","Gaucher Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"479","aa5c24082d","Genetic Brain Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"480","1ccd4718dd","Genital Herpes","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"481","673f1e46b1","Genital Warts (Condylomata Acuminata)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"482","d2e65cb5a3","Geographic Tongue","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"483","f7203df04d","GERD","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"484","a5d6e4c501","German Measles","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"485","97a51aa5a5","Gestational Diabetes (Diabetes during Pregnancy)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"486","433bf42988","Gestational Hypertension (High Blood Pressure in Pregnancy)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"487","dddda50410","Gestational Trophoblastic Disease (Tumors in Pregnancy)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"488","2f8315e104","GI Bleeding","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"489","18209c098e","Giardia Infections","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"490","9f34ad748f","Gilbert Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"491","746bad3697","Glaucoma","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"492","502af786b0","Glucose-6-phosphate Dehydrogenase (G6PD) Deficiency","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"493","ebe9a30156","Gluten Intolerance (Celiac Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"494","8a84da7095","Gluten Sensitivity","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"495","51ce2ad566","Gonorrhea","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"496","9804919ab8","Gout (Chondrocalcinosis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"497","2a98da74f9","Graves' Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"498","03d2d5fa37","Grippe condition","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"499","2443244128","Growth Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"500","6ecb1e8ad2","Guillain-Barre Syndrome","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"501","7617b98d5a","Gum Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"502","66c54a776a","Gynecomastia (enlarged breasts)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"503","9fdfb089b5","H. Pylori Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"504","e9a518785b","H1N1 Flu (Swine Flu)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"505","b80986d5c2","Hair Loss (Alopecia)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"506","62dd7f18d6","Hair Problems(Folliculitis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"507","e36ecf43a2","Hair Pulling","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"508","aaf3c02651","Hammer Toe","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"509","82eeb97d44","Hand Injury or Disorders","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"510","2dbd43f405","Hand","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"511","2c2e741e58","Hansen's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"512","4b9911a1d8","Hantavirus Infection","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"513","8fad3dc330","Hardening of the Arteries (Atherosclerosis)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"514","33681273da","Hashimoto's Disease","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"515","d31b7e169a","Hay Fever","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"516","7d8ab0de7a","Head and Neck Cancer","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"517","8a08a1f39d","Head Concussion","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"518","c24d514a56","Head Injury","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"519","192bdc5798","Head Lice","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"520","46b248873d","Head/Brain Injury (Concussion)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"521","6831cd0c9b","Headache","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"522","c64bc7a999","Heal Injury (Achilles Tendon Disorders)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"523","286feb5944","Hearing Disorder or Deafness","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"524","a729c07bc0","Hearing Problems in Children","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"525","46b5d9d481","Heart Arrhythmia","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"526","4cbb00281b","Heart Attack","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"527","4eeb24df9c","Heart Attack (Cardiac Arrest)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"528","428542c3e2","Heart Disease (Cardiac Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"529","a2a71d0ea1","Heart Disease (Coronary Artery Disease)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"530","d9e724cd6b","Heart Failure (Cardiac Failure)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
"531","573a90d94a","Heart Failure (CHF)","0000-00-00 00:00:00","0000-00-00 00:00:00",NULL
