"id","medicine_uuid","medicine","created_at","updated_at","deleted_at"
"6065","a971c1dbf0","ROBAFEN COUGH LIQUIDGELS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6066","2794836628","ROBAXIN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6067","42a08e8651","ROBINUL","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6068","c8e58bf471","ROBITUSSIN CF","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6069","475aaf65d5","ROC MULTI CORREXION 5 IN 1 CHEST, NECK AND FACE SUNSCREEN BROAD SPECTRUM SPF 30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6070","357273abaf","ROC MULTI CORREXION 5 IN 1 PERFECTING SUNSCREEN BROAD SPECTRUM SPF 25","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6071","6da6cfe795","ROCEPHIN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6072","d559b29195","ROCURONIUM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6073","fceb6ef552","RODAN AND FIELDS REDEFINE AM SPF 30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6074","f0996c9a28","ROMAZICON","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6075","8578d5c407","ROMPE PECHO CF","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6076","ab0c827896","ROMPE PECHO DM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6077","9815e661a0","RON 2.00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6078","f3d21ffdf6","ROPINIROLE HYDROCHLORIDE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6079","53be3a273f","ROSACLEAR SYSTEM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6080","e94df1f5a3","ROSADAN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6081","b8e07e9109","ROSEGLO","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6082","48f6530aa1","ROSULA WASH","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6083","c5b9d3ed39","ROTEX","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6084","dc24230655","ROWASA","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6085","aa612592c7","ROXICODONE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6086","a1b11a82ac","ROYAL ANTIBACTERIAL","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6087","34aaa7fe43","ROZEREM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6088","4e330395d3","RUCONEST","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6089","8c7126320c","RUE BEAUTE CHERRY HAND SANITIZER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6090","5e4dfdf22c","RUE BEAUTE GRAPEFRUIT HAND SANITIZER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6091","99c0423573","RUE BEAUTE STRAWBERRY HAND SANITIZER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6092","8634ec7d9d","RUE BEAUTE VANILLA CUPCAKE HAND SANITIZER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6093","df450a97fd","RUGBY ALL DAY RELIEF","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6094","0a78ce8367","RUGBY ARTIFICIAL TEARS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6095","018b0733c7","RUGBY ASPIRIN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6096","d98e1f8394","RUGBY EYE IRRIGATING","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6097","b152cb9521","RUGBY HYDROSKIN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6098","cfd31bf296","RUGBY MECLIZINE HCL, 12.5 MG EACH ANTIEMETIC","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6099","5aa3a50e18","RUGBY NATURES TEARS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6100","52c264de6c","RUGBY TRAVEL SICKNESS MECLIZINE HCL, 25 MG EACH","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6101","9f271cdc4d","RX-SPECIMEN COLLECTION KIT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6102","9681fee51d","RYANODEX DANTROLENE SODIUM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6103","465c6b432f","RYNEZE LIQUID","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6104","381a95354e","RYTARY","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6105","3e2d2d3eb6","RYTHMOL","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6106","815a3be3c0","RYTHMOL SR","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6107","b31a871111","RYZOLT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6108","c10190b112","S4 SUNSCREEN STICK SPF30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6109","bb0a77fda0","SABRIL","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6110","7e8fd8922d","SACCHAROMYCES THE FIRST","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6111","57cac79138","SACCHAROMYCES THE FIRST EYE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6112","24905eca39","SAFE HARBOR NATURAL SUNCARE BROAD SPECTRUM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6113","08e1bada1d","SAFEGUARD ANTIBACTERIAL HAND","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6114","81159ae36a","SAFETUSSIN DM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6115","1eb55b6147","SAFETUSSIN PM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6116","9edc049dd5","SAFYRAL","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6117","39de5e57db","SAIZEN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6118","51306d9827","SALACYN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6119","124e2c516a","SALAGEN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6120","499deab12d","SALEX","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6121","00ef903312","SALICYLIC ACID","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6122","ce5d35e056","SALICYLIC ACID 6 PERCENT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6123","dfba76c492","SALICYLIC FACE AND BODY WASH","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6124","917dac7c7a","SALINE LAXATIVE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6125","a696797e03","SALINOCAINE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6126","5a630a5448","SALISES FACIAL MOISTURIZING ACNE TREATMENT GEL 50ML","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6127","5007fb813d","SALONPAS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6128","27148baf00","SALSALATE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6129","446e71d054","SALSALATE RX","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6130","178c00657f","SALURON","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6131","2187d06ddb","SALVAX","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6132","506abae314","SAMBROSA SWEET DREAMS NIGHTTIME","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6133","6728a101c3","SAMHEALTHYSKIN B.B. SUNSCREEN BROAD SPECTRUM SPF 40","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6134","8f823f051b","SAMSCA","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6135","504767e523","SANADERMRX SKIN REPAIR","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6136","7b7c36e1f3","SANCUSO","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6137","475667b7cb","SANDOSTATIN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6138","e62cc9d4b2","SANDOSTATIN LAR DEPOT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6139","c6f808657d","SANI-PROFESSIONAL SANI-HANDS MADE WITH TENCEL","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6140","5d7f9a5de5","SANITEX ANTIBACTERIAL HAND WIPES CITRUS SCENT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6141","ca1bf2df6f","SANITEX ANTIBACTERIAL HAND WIPES FRESH SCENT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6142","8433d0ae35","SANITIZER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6143","d4ce1dc85b","SANSERT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6144","f0d76622c9","SAPHRIS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6145","6299e49677","SARAFEM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6146","ecf99b2eb8","SARAPIN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6147","4a2ac750f7","SASSY STRAWBERRY","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6148","f6250f3b08","SAVAYSA","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6149","03dc624c16","SAVELLA","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6150","273ca03a9a","SAXENDA","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6151","57dd478bc8","SCANDONEST L","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6152","53cdd2dcac","SCANDONEST PLAIN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6153","efbfe7ad8b","SCAR PATCH","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6154","48d3c800f0","SCARSCREEN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6155","6703978133","SCHEIN BACITRACIN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6156","4c3f2579eb","SCHEIN TRIPLE ANTIBIOTIC","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6157","4e48d6ab13","SCLEROSOL","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6158","23a80e1469","SCOT-TUSSIN DIABETES COUGH FORMULA WITH DM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6159","44aa4a7f65","SCOT-TUSSIN DM MAXIMUM STRENGTH COUGH SUPPRESSANT AND COLD RELIEF","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6160","916fd47f07","SCOT-TUSSIN EXPECTORANT COUGH","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6161","17b201fb17","SCOT-TUSSIN ORIGINAL MULTI-SYMPTOM COLD AND ALLERGY RELIEF","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6162","93793db283","SCOT-TUSSIN SENIOR MAXIMUM STRENGTH COUGH SUPPRESSANT AND EXPECTORANT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6163","eb0366cf90","SCOTTS NEUTRAL PH","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6164","6c6218cc72","SCOTTS SELECT APF","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6165","023da15768","SCOTTS SELECT HOMECARE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6166","c37323f241","SCREENSES COLOR SUNSCREEN BROAD SPECTRUM SPF50 LIGHT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6167","8f513aa813","SCRUB CARE EXIDINE -4 CHG","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6168","c04216bf61","SE BPO","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6169","0013dc7c3e","SE-CARE CHEWABLE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6170","470a1f5df1","SE-DONNA PB HYOS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6171","5264a2fe2b","SE-NATAL 19","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6172","649cefb6a9","SE-NATAL 19 CHEWABLE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6173","d161329db5","SE-NATAL ONE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6174","c746862fe4","SE-TAN DHA","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6175","ab813b21cc","SE-TAN PLUS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6176","b576048318","SEACRET CC CREAM COLOR CORRECTOR","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6177","ca4e1263e6","SEACRET CC CREAM COLOR CORRECTOR BROAD SPECTRUM SPF 15 - DARK","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6178","31b8704ee1","SEACRET CC CREAM COLOR CORRECTOR BROAD SPECTRUM SPF 15 - MEDIUM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6179","a8df4d9e7f","SEACRET CC CREAM COLOR CORRECTOR BROAD SPECTRUM SPF 15 LIGHT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6180","1e85eb2d25","SEACRET CLEAR ACTIVE CLEAR FACIAL WASH","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6181","9fba47c985","SEASONIQUE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6182","70c376f12f","SEAWEED MOISTURIZER SPF15","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6183","2ca3867220","SEB PREV WASH","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6184","1e830b69fe","SEBUM CLEARING MASQUE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6185","4034d04750","SEBUM OUT FINISH","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6186","a21b68329b","SEBUM OUT FINISH PACT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6187","2e44b52dc0","SEBUM OUT MOISTURIZING","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6188","b12133f4a7","SECONAL SODIUM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6189","2aa69c6ddf","SECRET CLINICAL INVISIBLE COMPLETELY CLEAN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6190","05246ab020","SECRET CLINICAL INVISIBLE POWDER PROTECTION","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6191","552d14a4cc","SECRET CLINICAL STRENGTH INVISIBLE COMPLETELY CLEAN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6192","95eed40935","SECRET CLINICAL STRENGTH INVISIBLE OOH LA LA LAVENDER SCENT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6193","4ac5961ddc","SECRET CLINICAL STRENGTH INVISIBLE PROTECTION","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6194","10b2db1357","SECRET CLINICAL STRENGTH INVISIBLE SENSITIVE HYPOALLERGENIC UNSCENTED","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6195","3461c0f80e","SECRET CLINICAL STRENGTH INVISIBLE STRESS RESPONSE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6196","69a7f3e514","SECRET CLINICAL STRENGTH INVISIBLE WITH OLAY BEAUTY SKIN CONDITIONERS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6197","daed8b7137","SECRET CLINICAL STRENGTH SENSITIVE SKIN/HYPOALLERGENIC","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6198","ed8f0018c0","SECRET CLINICAL STRENGTH SOOTHING CALMING ALOE SCENT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6199","f8201e50cc","SECRET CLINICAL STRENGTH STRESS RESPONSE SERENE CITRUS SCENT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6200","9a114b97ef","SECRET INVISIBLE SOLID CLEAN LAVENDER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6201","511a03a2b4","SECRET INVISIBLE SOLID POWDER FRESH","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6202","e20fce7612","SECRET INVISIBLE TROPICAL ORCHID","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6203","96d05dccdd","SECRET OUTLAST CLEAR CLEAN LAVENDER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6204","0502eaf7e8","SECRET OUTLAST CLEAR COMPLETELY CLEAN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6205","ba60299c80","SECRET OUTLAST INVISIBLE SHEER ENERGY","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6206","b1115d4056","SECRET SCENT EXPRESSIONS CLEAR COCOA BUTTER KISS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6207","5d17c2210f","SECRET SCENT EXPRESSIONS COCO BUTTER KISS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6208","c30ccfb668","SECRET SCENT EXPRESSIONS CRYSTAL CLEAR TRUTH OR PEAR","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6209","01b7d88a25","SECRET SCENT EXPRESSIONS INVISIBLE MACAROON DELIGHT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6210","f1a468e412","SECRET SCENT EXPRESSIONS INVISIBLE SUNNY CITRUS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6211","6575d5026f","SECRET SCENT EXPRESSSIONS CLEAR PASION DE TANGO","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6212","70a50d9d90","SECTRAL","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6213","0df470ce1e","SECURA ANTIFUNGAL GREASELESS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6214","2ca37653c1","SECURA DIMETHICONE PROTECTANT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6215","af8e1b518c","SECURA EXTRA PROTECTIVE CREAM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6216","228a9ffead","SECURA MOISTURIZING CLEANSER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6217","9d1c876b85","SECURA PERSONAL CLEANSER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6218","414fc805f5","SECURA PROTECTIVE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6219","08038e72be","SECURA TOTAL BODY FOAM CLEANSER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6220","aca21fd30d","SEEBRI NEOHALER","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6221","e18962591f","SELECT OB","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6222","401ef1cc5c","SELECT-OB PLUS DHA PRENATAL SUPPLEMENT PLUS DHA","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6223","f2512bb150","SELRX","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6224","bc1968e5fe","SELSUN BLUE FULL AND THICK","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6225","73e2be5079","SELZENTRY","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6226","352b39476d","SEMPREX D","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6227","11a03dfb14","SEMPREX-D","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6228","a12c60c491","SENEXON","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6229","94723aa256","SENNA","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6230","e1eb8bf5a0","SENNA LAXATIVE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6231","2a75edce5b","SENNA NATURAL VEGETABLE LAXATIVE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6232","39263303dd","SENNA S STOOL SOFTENER WITH LAXATIVE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6233","cf2a8397c3","SENNA-LAX","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6234","5eb0cd03c0","SENOPHYLLINE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6235","0f65713998","SENSIPAR","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6236","af7d4b8dc2","SENSODYNE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6237","e6990e121e","SENSODYNE COMPLETE PROTECTION","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6238","45185f3bec","SENSODYNE COOLGEL","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6239","d46c5d7c10","SENSODYNE PRONAMEL 6 TO 12 YEARS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6240","80714cc37f","SENSODYNE REPAIR AND PROTECT","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6241","e5d1b67902","SENSORCAINE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6242","314477ecbc","SENSORCAINE MPF","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6243","db65e254d2","SENTRADINE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6244","3bf09f7bda","SENTRAFLOX AM-10","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6245","04ead95766","SENTRALOPRAM AM-10","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6246","8f4f49e550","SENTRAVIL PM-25","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6247","d8fa4bc4fd","SENTRAZOLAM AM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6248","5954d32a80","SENTRAZOLPIDEM PM-5","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6249","3d3b37821b","SENTROXATINE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6250","d9988c22a8","SEPHORA 8HR MATTIFYING MOISTURIZER SUNSCREEN BROAD SPECTRUM SPF 20","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6251","a8085c9c2b","SEPTOCAINE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6252","52f8b5af45","SEPTOCAINE AND EPINEPHRINE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6253","d5dd320f36","SER-AP-ES","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6254","79dfafa609","SEREVENT DISKUS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6255","547ff673ca","SEROMYCIN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6256","b225e1ba8d","SEROQUEL","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6257","5fd13f4016","SEROQUEL XR","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6258","b8e4b64c45","SEROSTIM","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6259","d25eaf3fe3","SERTRALINE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6260","1b72d8c0cb","SERTRALINE HYDROCHLORIDE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6261","6f09b3f537","SERTRALINE HYDROCHLORIDE TABLETS","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6262","2830487bb2","SETLAKIN","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6263","4afa116d14","SEVERE ALLERGY","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
